Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
297156,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,30,67.39,7328,7058,165,6893,4025,0,2248,0,620,0,1,269,67,7395,4645,2248,7395,2026894.8,20654.72,1310,845,723,475,366,3174,0,0,4025,0,2868,0
297157,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,40,62.31,7342,7072,163,6909,4028,1720,697,187,146,131,1,269,53,7395,4305,2604,7395,977133.6,9883.1,1480,1158,966,638,469,422,362,1414,4028,1720,843,318
297158,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,40,47.27,7339,7069,289,6780,0,2029,1245,301,1152,2053,1,269,56,7395,3205,3575,7395,681642.76,6633.56,170,332,279,229,214,234,383,4939,0,2029,2397,2354
297159,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,40,68.45,7328,7058,168,6890,4338,0,1588,586,164,214,1,269,67,7395,4716,2174,7395,1930552.58,19587.89,1310,845,723,475,366,306,194,2671,4338,0,1752,800
297160,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,50,62.14,7342,7072,163,6909,4036,1772,0,844,0,257,1,269,53,7395,4293,2616,7395,917796.35,9263.87,1480,1158,966,638,469,422,362,1414,4036,1772,0,1101
297161,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,50,46.06,7339,7069,289,6780,0,2152,0,1505,0,3123,1,269,56,7395,3123,3657,7395,443910.72,4170.58,170,332,279,229,214,234,383,4939,0,2152,0,4628
297162,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,50,68.4,7328,7058,168,6890,4347,0,0,2177,0,366,1,269,67,7395,4713,2177,7395,1784146.73,18086.56,1310,845,723,475,366,306,194,2671,4347,0,0,2543
297163,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,60,62.14,7342,7072,163,6909,4036,1772,0,844,0,257,1,269,53,7395,4293,2616,7395,917796.35,9263.87,1480,1158,966,638,469,422,362,1414,4036,1772,0,1101
297164,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,60,46.06,7339,7069,289,6780,0,2152,0,1505,0,3123,1,269,56,7395,3123,3657,7395,443910.72,4170.58,170,332,279,229,214,234,383,4939,0,2152,0,4628
297165,25,-0.09,-0.01,-0.5,-0.25,1,0.2,0.1,0.15,60,68.4,7328,7058,168,6890,4347,0,0,2177,0,366,1,269,67,7395,4713,2177,7395,1784146.73,18086.56,1310,845,723,475,366,306,194,2671,4347,0,0,2543
