Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
675631,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,20,62.28,3729,3544,31,3513,1697,446,879,0,491,0,1,184,26,3755,2188,1325,3755,711158.0,7246.46,672,636,476,1729,0,0,0,0,1697,446,1370,0
675632,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,20,57.58,3729,3544,43,3501,0,474,1011,0,2016,0,1,184,26,3755,2016,1485,3755,1035694.61,10570.36,53,149,135,3164,0,0,0,0,0,474,3027,0
675633,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,20,64.42,3726,3541,31,3510,1734,0,1249,0,527,0,1,184,29,3755,2261,1249,3755,915901.75,9308.09,619,497,358,2036,0,0,0,0,1734,0,1776,0
675634,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,30,62.44,3729,3544,38,3506,1963,657,660,0,226,0,1,184,26,3755,2189,1317,3755,625191.87,6384.64,672,636,476,359,236,1127,0,0,1963,657,886,0
675635,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,30,49.89,3727,3542,56,3486,0,721,1026,0,1739,0,1,184,28,3755,1739,1747,3755,534185.58,5480.41,53,149,135,137,94,2918,0,0,0,721,2765,0
675636,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,30,67.23,3726,3541,38,3503,2070,0,1148,0,285,0,1,184,29,3755,2355,1148,3755,981925.89,9997.58,619,497,358,260,193,1576,0,0,2070,0,1433,0
675637,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,40,61.68,3729,3544,42,3502,2054,893,358,91,65,41,1,184,26,3755,2160,1342,3755,447810.68,4568.79,672,636,476,359,236,241,191,691,2054,893,423,132
675638,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,40,44.03,3727,3542,65,3477,0,1075,730,141,668,863,1,184,28,3755,1531,1946,3755,113445.87,1093.89,53,149,135,137,94,153,198,2558,0,1075,1398,1004
675639,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,40,67.18,3726,3541,43,3498,2202,0,932,216,74,74,1,184,29,3755,2350,1148,3755,816741.49,8304.51,619,497,358,260,193,143,79,1349,2202,0,1006,290
675640,50,-0.06,-0.01,-0.5,-0.3,1,0.2,0.1,0.15,50,61.59,3729,3544,42,3502,2057,925,0,420,0,100,1,184,26,3755,2157,1345,3755,414133.32,4222.64,672,636,476,359,236,241,191,691,2057,925,0,520
