Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
605566,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,20,62.42,1449,1330,10,1320,336,187,309,0,488,0,0,119,16,1465,824,496,1465,570613.19,5857.19,59,179,164,918,0,0,0,0,336,187,797,0
605567,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,20,61.84,1449,1330,12,1318,0,189,314,0,815,0,0,119,16,1465,815,503,1465,573820.22,5911.68,19,64,49,1186,0,0,0,0,0,189,1129,0
605568,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,20,65.23,1449,1330,10,1320,343,0,459,0,518,0,0,119,16,1465,861,459,1465,680553.42,6980.42,40,116,116,1048,0,0,0,0,343,0,977,0
605569,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,30,56.08,1449,1330,14,1316,453,277,301,0,285,0,0,119,16,1465,738,578,1465,476535.58,4907.17,59,179,164,121,106,687,0,0,453,277,586,0
605570,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,30,53.58,1449,1330,16,1314,0,282,328,0,704,0,0,119,16,1465,704,610,1465,387160.61,4033.36,19,64,49,57,35,1090,0,0,0,282,1032,0
605571,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,30,61.52,1449,1330,15,1315,473,0,506,0,336,0,0,119,16,1465,809,506,1465,655700.14,6734.19,40,116,116,71,79,893,0,0,473,0,842,0
605572,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,40,53.76,1449,1330,15,1315,494,370,189,49,109,104,0,119,16,1465,707,608,1465,410703.36,4240.45,59,179,164,121,106,101,90,495,494,370,298,153
605573,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,40,48.97,1449,1330,17,1313,0,387,230,53,245,398,0,119,16,1465,643,670,1465,286791.05,2920.81,19,64,49,57,35,58,71,960,0,387,475,451
605574,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,40,59.59,1449,1330,16,1314,524,0,427,104,114,145,0,119,16,1465,783,531,1465,591477.81,6085.53,40,116,116,71,79,51,45,796,524,0,541,249
605575,45,-0.06,-0.02,-0.5,-0.35,1,0.2,0.2,0.15,50,52.55,1449,1330,17,1313,499,394,0,229,0,191,0,119,16,1465,690,623,1465,387020.83,3994.6,59,179,164,121,106,101,90,493,499,394,0,420
