Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
330566,25,-0.06,-0.04,-0.4,-0.3,2,0.1,0.2,0.15,50,53.51,312,305,6,299,0,98,0,41,0,160,0,7,5,317,160,139,317,85307.54,1175.84,10,20,13,8,14,10,15,209,0,98,0,201
330567,25,-0.06,-0.04,-0.4,-0.3,2,0.1,0.2,0.15,50,67.22,312,305,6,299,125,0,0,98,0,76,0,7,5,317,201,98,317,210498.63,2070.83,10,16,23,16,26,13,10,185,125,0,0,174
330568,25,-0.06,-0.04,-0.4,-0.3,2,0.1,0.2,0.15,60,55.85,312,305,6,299,114,94,0,38,0,53,0,7,5,317,167,132,317,117530.1,1470.09,20,36,35,23,35,22,18,110,114,94,0,91
330569,25,-0.06,-0.04,-0.4,-0.3,2,0.1,0.2,0.15,60,53.51,312,305,6,299,0,98,0,41,0,160,0,7,5,317,160,139,317,85307.54,1175.84,10,20,13,8,14,10,15,209,0,98,0,201
330570,25,-0.06,-0.04,-0.4,-0.3,2,0.1,0.2,0.15,60,67.22,312,305,6,299,125,0,0,98,0,76,0,7,5,317,201,98,317,210498.63,2070.83,10,16,23,16,26,13,10,185,125,0,0,174
330571,25,-0.06,-0.04,-0.4,-0.3,2,0.2,0.1,0.15,20,65.35,312,305,2,303,164,45,60,0,34,0,0,7,5,317,198,105,317,75728.35,785.23,94,58,36,115,0,0,0,0,164,45,94,0
330572,25,-0.06,-0.04,-0.4,-0.3,2,0.2,0.1,0.15,20,58.28,312,305,3,302,0,51,75,0,176,0,0,7,5,317,176,126,317,89341.37,919.65,10,20,13,259,0,0,0,0,0,51,251,0
330573,25,-0.06,-0.04,-0.4,-0.3,2,0.2,0.1,0.15,20,67.66,312,305,2,303,169,0,98,0,36,0,0,7,5,317,205,98,317,94958.91,979.7,84,42,26,151,0,0,0,0,169,0,134,0
330574,25,-0.06,-0.04,-0.4,-0.3,2,0.2,0.1,0.15,30,66.56,312,305,3,302,187,63,38,0,14,0,0,7,5,317,201,101,317,71462.84,747.31,94,58,36,21,25,68,0,0,187,63,52,0
330575,25,-0.06,-0.04,-0.4,-0.3,2,0.2,0.1,0.15,30,54.52,312,305,6,299,0,75,61,0,163,0,0,7,5,317,163,136,317,64265.35,667.11,10,20,13,8,14,234,0,0,0,75,224,0
