Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
80566,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,20,56.52,4567,4395,149,4246,851,648,1198,0,1549,0,0,172,30,4597,2400,1846,4597,1179862.45,11979.65,232,471,457,3086,0,0,0,0,851,648,2747,0
80567,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,20,56.04,4566,4394,158,4236,0,652,1210,0,2374,0,0,172,31,4597,2374,1862,4597,1224972.81,12495.32,105,217,186,3728,0,0,0,0,0,652,3584,0
80568,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,20,59.29,4553,4381,149,4232,867,0,1723,0,1642,0,0,172,44,4597,2509,1723,4597,1526496.79,15534.68,127,256,275,3574,0,0,0,0,867,0,3365,0
80569,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,30,54.33,4567,4395,281,4114,1223,944,935,0,1012,0,0,172,30,4597,2235,1879,4597,1156946.49,11636.98,232,471,457,339,358,2257,0,0,1223,944,1947,0
80570,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,30,52.57,4565,4393,309,4084,0,955,982,0,2147,0,0,172,32,4597,2147,1937,4597,1073434.29,10785.02,105,217,186,144,152,3280,0,0,0,955,3129,0
80571,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,30,60.55,4553,4381,290,4091,1287,0,1614,0,1190,0,0,172,44,4597,2477,1614,4597,1846148.74,18682.01,127,256,275,209,227,2997,0,0,1287,0,2804,0
80572,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,40,52.38,4567,4395,298,4097,1388,1215,586,150,359,399,0,172,30,4597,2146,1951,4597,1030046.99,10365.24,232,471,457,339,358,310,276,1654,1388,1215,945,549
80573,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,40,49.54,4565,4393,330,4063,0,1247,646,157,791,1222,0,172,32,4597,2013,2050,4597,950682.31,9415.55,105,217,186,144,152,151,197,2911,0,1247,1437,1379
80574,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,40,60.18,4553,4381,308,4073,1497,0,1259,363,398,556,0,172,44,4597,2451,1622,4597,1870725.55,18971.05,127,256,275,209,227,193,160,2626,1497,0,1657,919
80575,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,50,51.7,4567,4395,298,4097,1401,1281,0,698,0,717,0,172,30,4597,2118,1979,4597,956752.95,9611.57,232,471,457,339,358,310,276,1654,1401,1281,0,1415
80576,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,50,48.24,4565,4393,330,4063,0,1319,0,784,0,1960,0,172,32,4597,1960,2103,4597,825255.59,8108.62,105,217,186,144,152,151,197,2911,0,1319,0,2744
80577,10,-0.1,-0.01,-0.45,-0.35,1,0.2,0.2,0.15,50,59.56,4553,4381,308,4073,1512,0,0,1647,0,914,0,172,44,4597,2426,1647,4597,1713236.99,17361.41,127,256,275,209,227,193,160,2626,1512,0,0,2561
