Test,DAYSBACK,PCTMIN,PCTMAX,ATHMIN,ATHMAX,MAXBUYS,BUYDROP,TARGET,STOPLOSS,MAXDURA,WinRate,TotalTrade,Executed,Open,Closed,ProfitTGT,LossSL,LossFEMD,LossFECD,ProfitFEMD,ProfitFECD,Pending,Expired,Invalid,TotalRows,Wins,Losses,TotalStock,SumProfit,SumGainFin,Dur5,Dur10,Dur15,Dur20,Dur25,Dur30,Dur35,Dur40,ExitTGT,ExitSL,ExitFEMD,ExitFECD
676756,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,20,58.88,2764,2714,61,2653,341,286,805,0,1221,0,2,48,31,2795,1562,1091,2795,732486.52,8530.68,71,176,175,2231,0,0,0,0,341,286,2026,0
676757,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,20,58.73,2763,2713,62,2651,0,289,805,0,1557,0,2,48,32,2795,1557,1094,2795,662989.11,7901.24,39,91,63,2458,0,0,0,0,0,289,2362,0
676758,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,20,61.28,2761,2711,61,2650,345,0,1026,0,1279,0,2,48,34,2795,1624,1026,2795,828395.02,9302.06,32,85,115,2418,0,0,0,0,345,0,2305,0
676759,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,30,52.82,2764,2714,90,2624,533,445,793,0,853,0,2,48,31,2795,1386,1238,2795,562646.19,7743.01,71,176,175,205,167,1830,0,0,533,445,1646,0
676760,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,30,51.36,2763,2713,96,2617,0,449,824,0,1344,0,2,48,32,2795,1344,1273,2795,306111.6,5463.3,39,91,63,96,60,2268,0,0,0,449,2168,0
676761,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,30,57.1,2761,2711,91,2620,564,0,1124,0,932,0,2,48,34,2795,1496,1124,2795,790099.35,9228.97,32,85,115,113,123,2152,0,0,564,0,2056,0
676762,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,40,48.07,2764,2714,103,2611,625,709,557,90,352,278,2,48,31,2795,1255,1356,2795,124433.28,5909.56,71,176,175,205,167,184,184,1449,625,709,909,368
676763,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,40,44.94,2763,2713,114,2599,0,729,611,91,579,589,2,48,32,2795,1168,1431,2795,-274036.16,2546.42,39,91,63,96,60,100,152,1998,0,729,1190,680
676764,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,40,52.74,2761,2711,104,2607,665,0,1059,173,385,325,2,48,34,2795,1375,1232,2795,291209.04,7122.77,32,85,115,113,123,96,58,1985,665,0,1444,498
676765,50,-0.06,-0.01,-0.4,-0.25,2,0.1,0.2,0.15,50,46.8,2764,2714,103,2611,630,762,0,627,0,592,2,48,31,2795,1222,1389,2795,-4024.24,5166.88,71,176,175,205,167,184,184,1449,630,762,0,1219
